epoch,avg_loss,mAP
1,1.0954514436232738,0.09206027537584305
2,0.7329046527544657,0.14973542094230652
3,0.6634501830125467,0.16467618942260742
4,0.6169371627844297,0.19093741476535797
5,0.6151337042832986,0.20047587156295776
6,0.5635994095832874,0.19924630224704742
7,0.5773045046207232,0.20884175598621368
8,0.5482390948977226,0.2222105711698532
9,0.538136444794826,0.214524507522583
10,0.5352192131372598,0.20978158712387085
11,0.553173725421612,0.23370425403118134
